Material;DataHora;Estoque;Custo_Unitario;Custo_Total
Dipirona;2024-11-11 18:00:00;485;1,31;635,35
Algodão;2024-03-01 03:00:00;391;0,25;97,75
Paracetamol;2024-06-30 03:00:00;514;1,47;755,58
Algodão;2024-06-05 00:00:00;314;0,25;78,5
Seringas;2024-05-31 03:00:00;82;0,45;36,9
Soro Fisiológico;2024-11-29 18:00:00;255;3,01;767,55
Algodão;2024-03-22 12:00:00;572;0,25;143
Máscaras N95;2024-06-05 00:00:00;295;4,77;1407,15
Algodão;2024-07-30 18:00:00;73;0,25;18,25
Gaze Estéril;2024-03-07 21:00:00;290;0,39;113,1
Gaze Estéril;2024-06-29 18:00:00;288;0,39;112,32
Seringas;2024-11-26 00:00:00;246;0,55;135,3
Soro Fisiológico;2024-05-07 09:00:00;38;3,04;115,52
Paracetamol;2024-07-17 09:00:00;506;1,53;774,18
Adrenalina;2024-04-13 18:00:00;390;4,92;1918,8
Luvas Cirúrgicas;2024-08-18 18:00:00;177;0,69;122,13
Máscaras N95;2024-03-07 21:00:00;281;4,61;1295,41
Gaze Estéril;2024-09-05 12:00:00;299;0,4;119,6
Máscaras N95;2024-11-23 18:00:00;284;4,27;1212,68
Soro Fisiológico;2024-01-03 18:00:00;293;2,96;867,28
Algodão;2024-10-22 12:00:00;483;0,25;120,75
Dipirona;2024-05-09 03:00:00;472;1,32;623,04
Soro Fisiológico;2024-01-18 09:00:00;259;3,02;782,18
Adrenalina;2024-01-28 18:00:00;207;5,04;1043,28
Seringas;2024-11-25 06:00:00;124;0,48;59,52
Soro Fisiológico;2024-09-28 12:00:00;443;3,04;1346,72
Álcool 70%;2024-07-13 15:00:00;75;2,02;151,5
Dipirona;2024-05-14 18:00:00;529;1,31;692,99
Dipirona;2024-09-08 09:00:00;521;1,29;672,09
Algodão;2024-12-13 12:00:00;250;0,25;62,5
Máscaras N95;2024-04-13 09:00:00;285;4,3;1225,5
Adrenalina;2024-01-06 06:00:00;419;4,96;2078,24
Luvas Cirúrgicas;2024-11-27 15:00:00;145;0,91;131,95
Algodão;2024-09-20 18:00:00;166;0,25;41,5
Luvas Cirúrgicas;2024-10-14 09:00:00;7;0,88;6,16
Seringas;2024-10-18 00:00:00;84;0,5;42
Soro Fisiológico;2024-11-30 12:00:00;545;2,99;1629,55
Máscaras N95;2024-12-09 12:00:00;289;4,68;1352,52
Luvas Cirúrgicas;2024-06-29 15:00:00;269;0,85;228,65
Paracetamol;2024-06-06 12:00:00;483;1,51;729,33
Gaze Estéril;2024-02-23 06:00:00;284;0,4;113,6
Luvas Cirúrgicas;2024-11-30 21:00:00;123;0,78;95,94
Paracetamol;2024-02-08 18:00:00;464;1,52;705,28
Paracetamol;2024-08-02 12:00:00;500;1,52;760
Gaze Estéril;2024-08-25 03:00:00;287;0,4;114,8
Paracetamol;2024-09-13 12:00:00;544;1,51;821,44
Gaze Estéril;2024-01-22 21:00:00;279;0,41;114,39
Dipirona;2024-08-05 12:00:00;508;1,3;660,4
Dipirona;2024-06-20 06:00:00;497;1,32;656,04
Gaze Estéril;2024-11-12 18:00:00;321;0,4;128,4
Dipirona;2024-04-16 21:00:00;488;1,28;624,64
Paracetamol;2024-05-06 00:00:00;497;1,49;740,53
Adrenalina;2024-07-05 09:00:00;283;4,97;1406,51
Gaze Estéril;2024-02-11 00:00:00;304;0,4;121,6
Soro Fisiológico;2024-07-18 03:00:00;266;3,04;808,64
Algodão;2024-10-02 03:00:00;1968;0,25;492
Soro Fisiológico;2024-05-16 18:00:00;289;2,98;861,22
Luvas Cirúrgicas;2024-06-29 21:00:00;205;0,85;174,25
Paracetamol;2024-12-12 15:00:00;475;1,49;707,75
Luvas Cirúrgicas;2024-06-13 06:00:00;122;0,74;90,28
Máscaras N95;2024-12-25 09:00:00;323;3,92;1266,16
Luvas Cirúrgicas;2024-06-03 12:00:00;362;0,85;307,7
Seringas;2024-08-17 06:00:00;130;0,56;72,8
Paracetamol;2024-09-05 09:00:00;488;1,5;732
Algodão;2024-07-18 21:00:00;96;0,25;24
Adrenalina;2024-06-26 21:00:00;402;4,98;2001,96
Paracetamol;2024-11-30 00:00:00;502;1,51;758,02
Seringas;2024-07-21 12:00:00;22;0,57;12,54
Soro Fisiológico;2024-02-18 21:00:00;363;3,04;1103,52
Seringas;2024-12-05 18:00:00;550;0,53;291,5
Álcool 70%;2024-04-26 00:00:00;511;2,04;1042,44
Máscaras N95;2024-08-05 15:00:00;306;5;1530
Paracetamol;2024-02-01 03:00:00;516;1,48;763,68
Adrenalina;2024-10-18 03:00:00;351;5,03;1765,53
Adrenalina;2024-01-04 12:00:00;437;4,93;2154,41
Máscaras N95;2024-05-24 15:00:00;299;3,94;1178,06
Algodão;2024-11-06 03:00:00;492;0,25;123
Algodão;2024-10-01 15:00:00;499;0,25;124,75
Adrenalina;2024-04-01 15:00:00;256;4,92;1259,52
Luvas Cirúrgicas;2024-09-15 12:00:00;772;0,7;540,4
Algodão;2024-01-02 21:00:00;117;0,25;29,25
Paracetamol;2024-03-19 09:00:00;511;1,48;756,28
Algodão;2024-03-26 00:00:00;388;0,25;97
Luvas Cirúrgicas;2024-07-14 00:00:00;583;0,91;530,53
Algodão;2024-11-03 21:00:00;453;0,25;113,25
Dipirona;2024-08-17 15:00:00;488;1,29;629,52
Álcool 70%;2024-11-02 09:00:00;180;1,99;358,2
Álcool 70%;2024-03-24 03:00:00;98;1,99;195,02
Seringas;2024-08-22 00:00:00;1004;0,57;572,28
Álcool 70%;2024-12-10 09:00:00;82;1,99;163,18
Algodão;2024-05-17 00:00:00;115;0,25;28,75
Gaze Estéril;2024-01-09 18:00:00;323;0,4;129,2
Luvas Cirúrgicas;2024-09-15 18:00:00;434;0,84;364,56
Luvas Cirúrgicas;2024-03-30 09:00:00;59;0,7;41,3
Adrenalina;2024-05-22 09:00:00;393;5,04;1980,72
Algodão;2024-06-28 00:00:00;296;0,25;74
Máscaras N95;2024-05-31 18:00:00;302;4,79;1446,58
Adrenalina;2024-02-26 03:00:00;223;4,99;1112,77
Álcool 70%;2024-04-22 15:00:00;277;1,99;551,23
Álcool 70%;2024-09-21 15:00:00;322;2,01;647,22
Algodão;2024-07-04 06:00:00;179;0,25;44,75
Luvas Cirúrgicas;2024-03-26 00:00:00;271;0,71;192,41
Máscaras N95;2024-01-01 06:00:00;304;4,71;1431,84
Algodão;2024-06-01 06:00:00;265;0,25;66,25
Seringas;2024-04-14 00:00:00;175;0,45;78,75
Soro Fisiológico;2024-08-27 21:00:00;318;2,99;950,82
Álcool 70%;2024-11-22 21:00:00;503;2,02;1016,06
Gaze Estéril;2024-05-30 06:00:00;289;0,4;115,6
Soro Fisiológico;2024-02-24 12:00:00;285;2,96;843,6
Dipirona;2024-06-13 21:00:00;488;1,32;644,16
Álcool 70%;2024-10-23 21:00:00;168;1,99;334,32
Soro Fisiológico;2024-11-07 03:00:00;103;2,97;305,91
Soro Fisiológico;2024-02-10 09:00:00;345;3,02;1041,9
Soro Fisiológico;2024-03-30 03:00:00;249;2,97;739,53
Seringas;2024-12-21 00:00:00;75;0,57;42,75
Soro Fisiológico;2024-11-03 03:00:00;311;3,03;942,33
Gaze Estéril;2024-11-13 15:00:00;294;0,4;117,6
Paracetamol;2024-06-08 03:00:00;545;1,52;828,4
Dipirona;2024-12-12 06:00:00;503;1,28;643,84
Adrenalina;2024-08-15 18:00:00;373;4,98;1857,54
Soro Fisiológico;2024-10-02 12:00:00;311;2,94;914,34
Gaze Estéril;2024-12-01 15:00:00;297;0,4;118,8
Soro Fisiológico;2024-04-10 18:00:00;27;2,97;80,19
Gaze Estéril;2024-11-08 21:00:00;295;0,41;120,95
Dipirona;2024-02-23 18:00:00;484;1,28;619,52
Seringas;2024-08-28 21:00:00;43;0,53;22,79
Algodão;2024-01-24 15:00:00;177;0,25;44,25
Algodão;2024-06-18 15:00:00;508;0,25;127
Algodão;2024-09-26 09:00:00;145;0,25;36,25
Seringas;2024-03-15 09:00:00;927;0,46;426,42
Adrenalina;2024-03-23 03:00:00;310;5,02;1556,2
Seringas;2024-06-28 21:00:00;113;0,56;63,28
Dipirona;2024-07-23 21:00:00;501;1,28;641,28
Luvas Cirúrgicas;2024-07-11 21:00:00;158;0,71;112,18
Gaze Estéril;2024-11-07 09:00:00;304;0,39;118,56
Soro Fisiológico;2024-09-15 00:00:00;344;3,03;1042,32
Máscaras N95;2024-07-28 21:00:00;317;4,6;1458,2
Algodão;2024-09-12 03:00:00;166;0,25;41,5
Paracetamol;2024-09-02 03:00:00;492;1,51;742,92
Dipirona;2024-09-15 00:00:00;493;1,3;640,9
Dipirona;2024-09-02 09:00:00;478;1,31;626,18
Luvas Cirúrgicas;2024-11-23 06:00:00;20;0,88;17,6
Gaze Estéril;2024-08-07 15:00:00;310;0,41;127,1
Álcool 70%;2024-10-10 12:00:00;110;1,98;217,8
Adrenalina;2024-02-16 06:00:00;185;5,06;936,1
Algodão;2024-11-10 03:00:00;62;0,25;15,5
Algodão;2024-06-15 21:00:00;78;0,25;19,5
Paracetamol;2024-06-05 09:00:00;513;1,48;759,24
Dipirona;2024-02-01 00:00:00;524;1,32;691,68
Dipirona;2024-02-23 21:00:00;514;1,28;657,92
Paracetamol;2024-02-08 09:00:00;502;1,49;747,98
Algodão;2024-11-04 21:00:00;585;0,25;146,25
Álcool 70%;2024-04-26 09:00:00;323;2;646
Álcool 70%;2024-07-10 15:00:00;54;2,01;108,54
Algodão;2024-07-22 06:00:00;565;0,25;141,25
Luvas Cirúrgicas;2024-04-18 12:00:00;159;0,71;112,89
Álcool 70%;2024-06-25 03:00:00;494;2;988
Algodão;2024-09-28 18:00:00;249;0,25;62,25
Luvas Cirúrgicas;2024-03-05 03:00:00;245;0,78;191,1
Paracetamol;2024-05-11 09:00:00;471;1,5;706,5
Luvas Cirúrgicas;2024-12-16 21:00:00;788;0,75;591
Soro Fisiológico;2024-11-24 06:00:00;442;3,03;1339,26
Soro Fisiológico;2024-02-24 15:00:00;302;3,05;921,1
Soro Fisiológico;2024-06-30 06:00:00;349;3,01;1050,49
Dipirona;2024-08-17 09:00:00;511;1,29;659,19
Soro Fisiológico;2024-02-04 18:00:00;220;3,02;664,4
Paracetamol;2024-08-22 06:00:00;515;1,52;782,8
Algodão;2024-02-28 06:00:00;589;0,25;147,25
Algodão;2024-10-10 03:00:00;352;0,25;88
Luvas Cirúrgicas;2024-09-03 06:00:00;422;0,78;329,16
Gaze Estéril;2024-01-27 06:00:00;303;0,4;121,2
Álcool 70%;2024-08-30 00:00:00;204;2,01;410,04
Dipirona;2024-12-28 21:00:00;474;1,29;611,46
Álcool 70%;2024-01-19 12:00:00;580;1,99;1154,2
Paracetamol;2024-01-24 21:00:00;516;1,52;784,32
Luvas Cirúrgicas;2024-05-28 15:00:00;113;0,86;97,18
Luvas Cirúrgicas;2024-07-09 03:00:00;113;0,91;102,83
Luvas Cirúrgicas;2024-04-24 15:00:00;104;0,68;70,72
Dipirona;2024-07-13 15:00:00;505;1,3;656,5
Soro Fisiológico;2024-05-04 21:00:00;379;2,95;1118,05
Dipirona;2024-05-04 12:00:00;453;1,28;579,84
Soro Fisiológico;2024-05-24 12:00:00;409;2,96;1210,64
Álcool 70%;2024-10-09 12:00:00;586;1,98;1160,28
Algodão;2024-03-23 09:00:00;567;0,25;141,75
Algodão;2024-01-08 00:00:00;127;0,25;31,75
Algodão;2024-08-21 12:00:00;384;0,25;96
Seringas;2024-03-10 18:00:00;51;0,43;21,93
Seringas;2024-06-26 15:00:00;150;0,57;85,5
Máscaras N95;2024-08-29 03:00:00;288;4,77;1373,76
Dipirona;2024-02-16 21:00:00;527;1,3;685,1
Seringas;2024-04-23 15:00:00;704;0,44;309,76
Máscaras N95;2024-03-04 06:00:00;298;5,06;1507,88
Gaze Estéril;2024-04-27 00:00:00;300;0,41;123
Luvas Cirúrgicas;2024-07-18 00:00:00;213;0,81;172,53
Máscaras N95;2024-09-22 12:00:00;1204;4,95;5959,8
Máscaras N95;2024-02-10 00:00:00;310;3,97;1230,7
Paracetamol;2024-08-13 18:00:00;489;1,5;733,5
Dipirona;2024-04-27 21:00:00;496;1,3;644,8
Dipirona;2024-04-17 21:00:00;479;1,31;627,49
Álcool 70%;2024-05-29 18:00:00;163;1,98;322,74
Luvas Cirúrgicas;2024-11-01 06:00:00;133;0,85;113,05
Paracetamol;2024-12-14 06:00:00;502;1,5;753
Soro Fisiológico;2024-02-29 09:00:00;207;2,96;612,72
Algodão;2024-05-19 21:00:00;490;0,25;122,5
Paracetamol;2024-08-02 15:00:00;495;1,52;752,4
Paracetamol;2024-12-03 00:00:00;478;1,52;726,56
Paracetamol;2024-08-19 00:00:00;540;1,52;820,8
Gaze Estéril;2024-02-20 00:00:00;300;0,4;120
Algodão;2024-01-04 15:00:00;434;0,25;108,5
Soro Fisiológico;2024-08-17 21:00:00;295;3,05;899,75
Álcool 70%;2024-10-28 21:00:00;100;1,98;198
Luvas Cirúrgicas;2024-05-22 12:00:00;438;0,87;381,06
Adrenalina;2024-04-05 18:00:00;273;5,02;1370,46
Dipirona;2024-03-04 09:00:00;523;1,31;685,13
Algodão;2024-05-03 00:00:00;132;0,25;33
Seringas;2024-08-23 18:00:00;165;0,53;87,45
Adrenalina;2024-04-24 09:00:00;360;5,1;1836
Algodão;2024-09-25 06:00:00;158;0,25;39,5
Adrenalina;2024-05-22 00:00:00;234;5,03;1177,02
Algodão;2024-02-18 00:00:00;157;0,25;39,25
Algodão;2024-04-02 12:00:00;210;0,25;52,5
Álcool 70%;2024-02-09 18:00:00;596;2,04;1215,84
Algodão;2024-07-28 18:00:00;460;0,25;115
Soro Fisiológico;2024-12-18 03:00:00;238;3,01;716,38
Paracetamol;2024-05-19 15:00:00;505;1,51;762,55
Paracetamol;2024-08-07 12:00:00;516;1,48;763,68
Seringas;2024-10-07 03:00:00;360;0,54;194,4
Adrenalina;2024-04-21 21:00:00;471;5,08;2392,68
Paracetamol;2024-04-18 18:00:00;483;1,49;719,67
Máscaras N95;2024-09-28 15:00:00;280;3,83;1072,4
Soro Fisiológico;2024-02-10 00:00:00;273;3;819
Paracetamol;2024-03-31 03:00:00;522;1,49;777,78
Soro Fisiológico;2024-10-03 15:00:00;125;2,99;373,75
Seringas;2024-11-24 18:00:00;609;0,44;267,96
Máscaras N95;2024-09-26 21:00:00;323;3,96;1279,08
Algodão;2024-08-10 15:00:00;595;0,25;148,75
Álcool 70%;2024-02-26 06:00:00;559;2,01;1123,59
Adrenalina;2024-11-07 09:00:00;396;5;1980
Seringas;2024-04-28 12:00:00;176;0,56;98,56
Álcool 70%;2024-05-14 00:00:00;99;1,99;197,01
Soro Fisiológico;2024-09-26 06:00:00;350;2,96;1036
Algodão;2024-04-19 21:00:00;247;0,25;61,75
Algodão;2024-05-01 12:00:00;185;0,25;46,25
Paracetamol;2024-02-09 06:00:00;469;1,52;712,88
Álcool 70%;2024-11-27 03:00:00;437;2,02;882,74
Algodão;2024-04-16 06:00:00;293;0,25;73,25
Algodão;2024-09-08 12:00:00;410;0,25;102,5
Gaze Estéril;2024-01-12 12:00:00;302;0,4;120,8
Dipirona;2024-12-31 06:00:00;473;1,3;614,9
Adrenalina;2024-02-04 03:00:00;303;4,96;1502,88
Dipirona;2024-11-10 21:00:00;493;1,32;650,76
Dipirona;2024-01-26 03:00:00;503;1,32;663,96
Seringas;2024-07-23 21:00:00;34;0,56;19,04
Seringas;2024-05-04 00:00:00;381;0,56;213,36
Máscaras N95;2024-04-11 12:00:00;266;3,87;1029,42
Paracetamol;2024-04-23 18:00:00;487;1,51;735,37
Dipirona;2024-05-10 00:00:00;512;1,31;670,72
Algodão;2024-04-27 21:00:00;364;0,25;91
Algodão;2024-12-09 15:00:00;478;0,25;119,5
Soro Fisiológico;2024-06-21 15:00:00;489;2,99;1462,11
Paracetamol;2024-02-12 00:00:00;509;1,48;753,32
Algodão;2024-12-09 18:00:00;560;0,25;140
Álcool 70%;2024-03-10 15:00:00;598;1,96;1172,08
Algodão;2024-05-13 06:00:00;78;0,25;19,5
Dipirona;2024-01-08 03:00:00;500;1,3;650
Soro Fisiológico;2024-09-18 18:00:00;227;3,01;683,27
Seringas;2024-06-08 12:00:00;141;0,5;70,5
Gaze Estéril;2024-03-04 12:00:00;301;0,4;120,4
Gaze Estéril;2024-10-29 09:00:00;288;0,4;115,2
Soro Fisiológico;2024-12-26 15:00:00;310;2,98;923,8
Gaze Estéril;2024-02-15 18:00:00;286;0,39;111,54
Máscaras N95;2024-10-23 18:00:00;276;5,04;1391,04
Luvas Cirúrgicas;2024-10-01 09:00:00;55;0,7;38,5
Soro Fisiológico;2024-10-04 03:00:00;234;3,04;711,36
Dipirona;2024-08-24 12:00:00;510;1,31;668,1
Máscaras N95;2024-10-06 00:00:00;287;4,14;1188,18
Seringas;2024-09-13 09:00:00;86;0,54;46,44
Luvas Cirúrgicas;2024-02-18 12:00:00;235;0,81;190,35
Gaze Estéril;2024-06-06 18:00:00;316;0,4;126,4
Seringas;2024-09-18 12:00:00;651;0,43;279,93
Gaze Estéril;2024-08-13 18:00:00;283;0,41;116,03
Álcool 70%;2024-10-07 06:00:00;235;1,98;465,3
Adrenalina;2024-06-22 09:00:00;312;5,09;1588,08
Álcool 70%;2024-12-12 15:00:00;531;1,98;1051,38
Luvas Cirúrgicas;2024-10-22 21:00:00;476;0,7;333,2
Gaze Estéril;2024-02-16 06:00:00;283;0,41;116,03
Luvas Cirúrgicas;2024-01-21 06:00:00;174;0,71;123,54
Luvas Cirúrgicas;2024-12-17 00:00:00;270;0,9;243
Adrenalina;2024-10-27 21:00:00;288;5,03;1448,64
Máscaras N95;2024-05-18 18:00:00;282;3,94;1111,08
Adrenalina;2024-05-04 21:00:00;147;4,97;730,59
Adrenalina;2024-12-08 15:00:00;168;5,07;851,76
Algodão;2024-07-02 06:00:00;448;0,25;112
Álcool 70%;2024-01-26 12:00:00;54;2,01;108,54
Adrenalina;2024-05-10 15:00:00;300;4,91;1473
Máscaras N95;2024-03-01 06:00:00;311;4,69;1458,59
Gaze Estéril;2024-07-01 06:00:00;299;0,41;122,59
Soro Fisiológico;2024-05-25 15:00:00;112;2,99;334,88
Seringas;2024-08-12 12:00:00;188;0,47;88,36
Gaze Estéril;2024-09-25 21:00:00;312;0,4;124,8
Paracetamol;2024-06-29 15:00:00;489;1,5;733,5
Algodão;2024-02-19 21:00:00;114;0,25;28,5
Seringas;2024-01-23 15:00:00;394;0,51;200,94
Álcool 70%;2024-04-02 09:00:00;363;2,03;736,89
Paracetamol;2024-07-30 21:00:00;484;1,5;726
Soro Fisiológico;2024-10-14 12:00:00;265;3,06;810,9
Seringas;2024-07-08 00:00:00;539;0,51;274,89
Luvas Cirúrgicas;2024-07-27 21:00:00;314;0,74;232,36
Máscaras N95;2024-02-18 18:00:00;288;4,99;1437,12
Gaze Estéril;2024-09-10 09:00:00;325;0,41;133,25
Gaze Estéril;2024-02-06 15:00:00;310;0,4;124
Paracetamol;2024-07-22 18:00:00;477;1,51;720,27
Paracetamol;2024-02-03 15:00:00;500;1,53;765
Paracetamol;2024-08-23 03:00:00;468;1,51;706,68
Luvas Cirúrgicas;2024-12-17 09:00:00;656;0,89;583,84
Luvas Cirúrgicas;2024-09-30 12:00:00;455;0,76;345,8
Dipirona;2024-09-25 06:00:00;479;1,29;617,91
Dipirona;2024-11-18 15:00:00;548;1,29;706,92
Álcool 70%;2024-06-08 12:00:00;535;2,03;1086,05
Algodão;2024-04-09 00:00:00;481;0,25;120,25
Algodão;2024-06-20 15:00:00;574;0,25;143,5
Paracetamol;2024-11-12 21:00:00;498;1,52;756,96
Soro Fisiológico;2024-10-12 15:00:00;186;2,94;546,84
Álcool 70%;2024-05-08 15:00:00;499;2,04;1017,96
Seringas;2024-01-06 00:00:00;393;0,54;212,22
Paracetamol;2024-01-24 06:00:00;500;1,48;740
Luvas Cirúrgicas;2024-02-02 09:00:00;725;0,87;630,75
Dipirona;2024-11-24 18:00:00;481;1,31;630,11
Álcool 70%;2024-10-29 15:00:00;139;1,96;272,44
Algodão;2024-01-19 03:00:00;296;0,25;74
Álcool 70%;2024-08-28 06:00:00;54;2,02;109,08
Algodão;2024-10-24 00:00:00;161;0,25;40,25
Adrenalina;2024-04-01 09:00:00;487;5,1;2483,7
Máscaras N95;2024-01-07 06:00:00;295;4,58;1351,1
Álcool 70%;2024-04-27 18:00:00;584;2;1168
Soro Fisiológico;2024-03-12 09:00:00;;2,95;1082,65
Dipirona;2024-05-03 09:00:00;489;1,29;630,81
Paracetamol;2024-02-25 18:00:00;470;1,51;709,7
Álcool 70%;2024-06-10 18:00:00;256;2,01;514,56
Luvas Cirúrgicas;2024-10-16 21:00:00;91;0,7;63,7
Seringas;2024-11-19 12:00:00;179;0,55;98,45
Gaze Estéril;2024-05-16 03:00:00;309;0,4;123,6
Adrenalina;2024-06-07 12:00:00;341;5,1;1739,1
Gaze Estéril;2024-01-03 21:00:00;318;0,4;127,2
Paracetamol;2024-11-01 00:00:00;531;1,52;807,12
Dipirona;2024-01-22 21:00:00;510;1,29;657,9
Soro Fisiológico;2024-10-15 00:00:00;254;2,98;756,92
Adrenalina;2024-08-17 12:00:00;380;4,96;1884,8
Gaze Estéril;2024-03-23 18:00:00;277;0,4;110,8
Gaze Estéril;2024-12-23 18:00:00;295;0,4;118
Adrenalina;2024-01-30 18:00:00;278;5,05;1403,9
Soro Fisiológico;2024-03-28 18:00:00;385;3,03;1166,55
Máscaras N95;2024-05-01 03:00:00;301;4,17;1255,17
Gaze Estéril;2024-06-24 18:00:00;289;0,4;115,6
Algodão;2024-12-31 06:00:00;362;0,25;90,5
Luvas Cirúrgicas;2024-07-07 21:00:00;307;0,87;267,09
Gaze Estéril;2024-04-29 09:00:00;310;0,4;124
Seringas;2024-10-11 03:00:00;540;0,45;243
Paracetamol;2024-03-26 21:00:00;479;1,52;728,08
Dipirona;2024-10-12 00:00:00;515;1,28;659,2
Seringas;2024-11-11 00:00:00;440;0,48;211,2
Adrenalina;2024-11-16 03:00:00;419;5,03;2107,57
Álcool 70%;2024-09-06 03:00:00;62;2;124
Gaze Estéril;2024-10-03 12:00:00;329;0,4;131,6
Soro Fisiológico;2024-07-14 03:00:00;175;3;525
Dipirona;2024-09-06 00:00:00;507;1,3;659,1
Álcool 70%;2024-05-15 03:00:00;168;1,96;329,28
Álcool 70%;2024-10-13 03:00:00;371;2,03;753,13
Algodão;2024-06-10 00:00:00;132;0,25;33
Máscaras N95;2024-09-01 00:00:00;352;4,37;1538,24
Máscaras N95;2024-09-11 00:00:00;285;3,93;1120,05
Dipirona;2024-11-12 18:00:00;493;1,31;645,83
Luvas Cirúrgicas;2024-09-12 15:00:00;367;0,7;256,9
Algodão;2024-11-21 06:00:00;451;0,25;112,75
Máscaras N95;2024-09-06 21:00:00;291;4,14;1204,74
Álcool 70%;2024-02-25 18:00:00;110;2,02;222,2
Algodão;2024-12-17 21:00:00;510;0,25;127,5
Máscaras N95;2024-09-08 21:00:00;306;4,18;1279,08
Algodão;2024-09-30 06:00:00;425;0,25;106,25
Paracetamol;2024-06-10 03:00:00;494;1,53;755,82
Luvas Cirúrgicas;2024-05-12 15:00:00;182;0,83;151,06
Álcool 70%;2024-04-28 15:00:00;486;1,98;962,28
Soro Fisiológico;2024-08-26 12:00:00;196;3,02;591,92
Soro Fisiológico;2024-07-12 21:00:00;386;3,01;1161,86
Álcool 70%;2024-10-22 15:00:00;85;2;170
Algodão;2024-09-02 03:00:00;269;0,25;67,25
Álcool 70%;2024-07-22 21:00:00;448;1,96;878,08
Luvas Cirúrgicas;2024-01-25 03:00:00;192;0,75;144
Álcool 70%;2024-11-01 03:00:00;269;1,96;527,24
Seringas;2024-05-28 18:00:00;662;0,5;331
Seringas;2024-05-16 21:00:00;124;0,5;62
Luvas Cirúrgicas;2024-02-25 18:00:00;211;0,9;189,9
Máscaras N95;2024-03-27 21:00:00;285;4,65;1325,25
Máscaras N95;2024-06-04 18:00:00;300;3,84;1152
Luvas Cirúrgicas;2024-04-02 15:00:00;255;0,81;206,55
Adrenalina;2024-01-28 21:00:00;336;5,09;1710,24
Dipirona;2024-11-12 03:00:00;514;1,29;663,06
Algodão;2024-06-20 12:00:00;233;0,25;58,25
Soro Fisiológico;2024-11-16 15:00:00;470;3,01;1414,7
Luvas Cirúrgicas;2024-02-13 03:00:00;134;0,71;95,14
Máscaras N95;2024-04-30 12:00:00;291;3,88;1129,08
Dipirona;2024-05-30 09:00:00;528;1,33;702,24
Seringas;2024-08-01 21:00:00;197;0,55;108,35
Seringas;2024-12-13 12:00:00;569;0,56;318,64
Seringas;2024-04-06 00:00:00;116;0,53;61,48
Algodão;2024-03-30 09:00:00;378;0,25;94,5
Dipirona;2024-05-30 18:00:00;496;1,29;639,84
Seringas;2024-10-26 03:00:00;354;0,52;184,08
Soro Fisiológico;2024-03-02 09:00:00;397;3,03;1202,91
Gaze Estéril;2024-11-20 21:00:00;300;0,4;120
Paracetamol;2024-04-17 15:00:00;533;1,52;810,16
Luvas Cirúrgicas;2024-07-30 12:00:00;190;0,89;169,1
Seringas;2024-08-29 21:00:00;66;0,47;31,02
Gaze Estéril;2024-08-27 06:00:00;296;0,41;121,36
Paracetamol;2024-08-30 18:00:00;511;1,5;766,5
Soro Fisiológico;2024-07-07 21:00:00;129;2,97;383,13
Dipirona;2024-06-24 09:00:00;494;1,31;647,14
Álcool 70%;2024-06-14 09:00:00;319;2,01;641,19
Luvas Cirúrgicas;2024-10-27 21:00:00;500;0,81;405
Dipirona;2024-05-10 06:00:00;506;1,32;667,92
Algodão;2024-09-11 06:00:00;213;0,25;53,25
Álcool 70%;2024-12-09 09:00:00;230;2,02;464,6
Algodão;2024-12-22 09:00:00;111;0,25;27,75
Luvas Cirúrgicas;2024-05-22 09:00:00;190;0,81;153,9
Luvas Cirúrgicas;2024-07-04 03:00:00;470;0,7;329
Paracetamol;2024-12-12 21:00:00;487;1,51;735,37
Dipirona;2024-06-01 03:00:00;512;1,3;665,6
Álcool 70%;2024-06-19 18:00:00;216;2;432
Máscaras N95;2024-06-28 03:00:00;295;4,78;1410,1
Paracetamol;2024-10-28 09:00:00;483;1,49;719,67
Seringas;2024-12-20 18:00:00;149;0,55;81,95
Gaze Estéril;2024-09-01 03:00:00;281;0,4;112,4
Seringas;2024-04-12 03:00:00;176;0,44;77,44
Paracetamol;2024-07-12 06:00:00;522;1,49;777,78
Gaze Estéril;2024-02-29 15:00:00;301;0,4;120,4
Gaze Estéril;2024-08-28 06:00:00;284;0,4;113,6
Adrenalina;2024-05-17 03:00:00;192;4,94;948,48
Dipirona;2024-01-26 21:00:00;448;1,29;577,92
Máscaras N95;2024-11-30 00:00:00;293;4,27;1251,11
Luvas Cirúrgicas;2024-07-09 00:00:00;321;0,72;231,12
Seringas;2024-05-03 09:00:00;251;0,52;130,52
Álcool 70%;2024-08-23 06:00:00;402;1,99;799,98
Seringas;2024-01-10 09:00:00;257;0,47;120,79
Gaze Estéril;2024-10-15 09:00:00;308;0,41;126,28
Dipirona;2024-04-19 15:00:00;483;1,31;632,73
Álcool 70%;2024-05-18 03:00:00;409;2,03;830,27
Algodão;2024-08-07 12:00:00;450;0,25;112,5
Seringas;2024-03-06 00:00:00;342;0,43;147,06
Adrenalina;2024-04-24 18:00:00;267;5,03;1343,01
Máscaras N95;2024-09-20 18:00:00;299;4,88;1459,12
Luvas Cirúrgicas;2024-10-20 18:00:00;56;0,77;43,12
Seringas;2024-10-03 00:00:00;673;0,51;343,23
Máscaras N95;2024-01-10 03:00:00;312;4,94;1541,28
Soro Fisiológico;2024-06-03 12:00:00;210;3,04;638,4
Máscaras N95;2024-05-14 09:00:00;314;4,95;1554,3
